,movieId,score
3960,as4563,3.6
3961,as4564,3.5
3962,as4565,3.5
3963,as4566,3.5
3964,as4567,3.5
3965,as4568,3.5
3966,as4569,3.5
3967,as457,3.6
3968,as4570,3.5
3969,as4571,3.5
3970,as4572,3.5
3971,as4573,3.6
3972,as4574,3.5
3973,as4575,3.6
3974,as4576,3.6
3975,as4577,3.6
3976,as4578,3.5
3977,as4579,3.5
3978,as458,3.5
3979,as4580,3.6
3980,as4581,3.4
3981,as4582,3.7
3982,as4583,3.5
3983,as4584,3.5
3984,as4585,3.6
3985,as4586,3.5
3986,as4587,3.5
3987,as4588,3.5
3988,as4589,3.7
3989,as459,3.6
3990,as4590,3.5
3991,as4591,3.4
3992,as4592,3.5
3993,as4593,3.6
3994,as4594,3.5
3995,as4595,3.5
3996,as4596,3.5
3997,as4597,3.5
3998,as4598,3.5
3999,as4599,3.5
4000,as46,3.5
4001,as460,3.5
4002,as4600,3.5
4003,as4601,3.5
4004,as4602,3.5
4005,as4603,3.6
4006,as4604,3.5
4007,as4605,3.5
4008,as4606,3.5
4009,as4607,3.5
4010,as4608,3.5
4011,as4609,3.6
4012,as461,3.5
4013,as4610,3.5
4014,as4611,3.6
4015,as4612,3.6
4016,as4613,3.5
4017,as4614,3.5
4018,as4615,3.4
4019,as4616,3.5
4020,as4617,3.5
4021,as4618,3.5
4022,as4619,3.5
4023,as462,3.5
4024,as4620,3.6
4025,as4621,3.5
4026,as4622,3.6
4027,as4623,3.6
4028,as4624,3.5
4029,as4625,3.6
4030,as4626,3.5
4031,as4627,3.5
4032,as4628,3.5
4033,as4629,3.6
4034,as463,3.6
4035,as4630,3.5
4036,as4631,3.6
4037,as4632,3.6
4038,as4633,3.6
4039,as4634,3.5
4040,as4635,3.6
4041,as4636,3.6
4042,as4637,3.5
4043,as4638,3.5
4044,as4639,3.6
4045,as464,3.6
4046,as4640,3.5
4047,as4641,3.6
4048,as4642,3.5
4049,as4643,3.6
4050,as4644,3.6
4051,as4645,3.5
4052,as4646,3.5
4053,as4647,3.5
4054,as4648,3.5
4055,as4649,3.5
4056,as465,3.5
4057,as4650,3.5
4058,as4651,3.6
4059,as4652,3.5
4060,as4653,3.6
4061,as4654,3.6
4062,as4655,3.6
4063,as4656,3.5
4064,as4657,3.5
4065,as4658,3.6
4066,as4659,3.5
4067,as466,3.6
4068,as4660,3.5
4069,as4661,3.5
4070,as4662,3.6
4071,as4663,3.5
4072,as4664,3.5
4073,as4665,3.5
4074,as4666,3.4
4075,as4667,3.6
4076,as4668,3.6
4077,as4669,3.6
4078,as467,3.6
4079,as4670,3.5
4080,as4671,3.5
4081,as4672,3.6
4082,as4673,3.6
4083,as4674,3.5
4084,as4675,3.4
4085,as4676,3.6
4086,as4677,3.5
4087,as4678,3.6
4088,as4679,3.6
4089,as468,3.5
4090,as4680,3.6
4091,as4681,3.5
4092,as4682,3.6
4093,as4683,3.6
4094,as4684,3.5
4095,as4685,3.6
4096,as4686,3.5
4097,as4687,3.5
4098,as4688,3.6
4099,as4689,3.5
4100,as469,3.5
4101,as4690,3.6
4102,as4691,3.6
4103,as4692,3.6
4104,as4693,3.6
4105,as4694,3.6
4106,as4695,3.5
4107,as4696,3.5
4108,as4697,3.5
4109,as4698,3.6
4110,as4699,3.5
4111,as47,3.5
4112,as470,3.5
4113,as4700,3.6
4114,as4701,3.6
4115,as4702,3.5
4116,as4703,3.5
4117,as4704,3.5
4118,as4705,3.6
4119,as4706,3.6
4120,as4707,3.5
4121,as4708,3.5
4122,as4709,3.5
4123,as471,3.5
4124,as4710,3.5
4125,as4711,3.5
4126,as4712,3.6
4127,as4713,3.6
4128,as4714,3.6
4129,as4715,3.6
4130,as4716,3.6
4131,as4717,3.5
4132,as4718,3.5
4133,as4719,3.5
4134,as472,3.6
4135,as4720,3.6
4136,as4721,3.4
4137,as4722,3.6
4138,as4723,3.6
4139,as4724,3.5
4140,as4725,3.5
4141,as4726,3.5
4142,as4727,3.5
4143,as4728,3.5
4144,as4729,3.5
4145,as473,3.4
4146,as4730,3.5
4147,as4731,3.5
4148,as4732,3.6
4149,as4733,3.5
4150,as4734,3.5
4151,as4735,3.6
4152,as4736,3.5
4153,as4737,3.5
4154,as4738,3.5
4155,as4739,3.6
4156,as474,3.6
4157,as4740,3.5
4158,as4741,3.6
4159,as4742,3.5
4160,as4743,3.5
4161,as4744,3.5
4162,as4745,3.5
4163,as4746,3.5
4164,as4747,3.6
4165,as4748,3.5
4166,as4749,3.6
4167,as475,3.5
4168,as4750,3.5
4169,as4751,3.6
4170,as4752,3.5
4171,as4753,3.6
4172,as4754,3.5
4173,as4755,3.6
4174,as4756,3.5
4175,as4757,3.6
4176,as4758,3.5
4177,as4759,3.4
4178,as476,3.5
4179,as4760,3.6
4180,as4761,3.5
4181,as4762,3.6
4182,as4763,3.5
4183,as4764,3.5
4184,as4765,3.6
4185,as4766,3.6
4186,as4767,3.5
4187,as4768,3.6
4188,as4769,3.5
4189,as477,3.6
4190,as4770,3.5
4191,as4771,3.6
4192,as4772,3.6
4193,as4773,3.6
4194,as4774,3.5
4195,as4775,3.5
4196,as4776,3.5
4197,as4777,3.5
4198,as4778,3.6
4199,as4779,3.6
4200,as478,3.5
4201,as4780,3.5
4202,as4781,3.5
4203,as4782,3.5
4204,as4783,3.5
4205,as4784,3.5
4206,as4785,3.6
4207,as4786,3.7
4208,as4787,3.5
4209,as4788,3.5
4210,as4789,3.6
4211,as479,3.5
4212,as4790,3.6
4213,as4791,3.5
4214,as4792,3.5
4215,as4793,3.6
4216,as4794,3.5
4217,as4795,3.5
4218,as4796,3.5
4219,as4797,3.5
4220,as4798,3.6
4221,as4799,3.6
4222,as48,3.4
4223,as480,3.5
4224,as4800,3.6
4225,as4801,3.6
4226,as4802,3.5
4227,as4803,3.4
4228,as4804,3.4
4229,as4805,3.6
4230,as4806,3.5
4231,as4807,3.5
4232,as4808,3.5
4233,as4809,3.6
4234,as481,3.6
4235,as4810,3.5
4236,as4811,3.5
4237,as4812,3.6
4238,as4813,3.5
4239,as4814,3.5
4240,as4815,3.5
4241,as4816,3.5
4242,as4817,3.5
4243,as4818,3.6
4244,as4819,3.6
4245,as482,3.5
4246,as4820,3.4
4247,as4821,3.6
4248,as4822,3.5
4249,as4823,3.6
4250,as4824,3.6
4251,as4825,3.5
4252,as4826,3.5
4253,as4827,3.5
4254,as4828,3.6
4255,as4829,3.5
4256,as483,3.6
4257,as4830,3.6
4258,as4831,3.5
4259,as4832,3.5
4260,as4833,3.5
4261,as4834,3.5
4262,as4835,3.6
4263,as4836,3.5
4264,as4837,3.5
4265,as4838,3.6
4266,as4839,3.5
4267,as484,3.5
4268,as4840,3.5
4269,as4841,3.6
4270,as4842,3.4
4271,as4843,3.5
4272,as4844,3.6
4273,as4845,3.5
4274,as4846,3.5
4275,as4847,3.5
4276,as4848,3.5
4277,as4849,3.5
4278,as485,3.5
4279,as4850,3.6
4280,as4851,3.4
4281,as4852,3.5
4282,as4853,3.5
4283,as4854,3.5
4284,as4855,3.5
4285,as4856,3.6
4286,as4857,3.5
4287,as4858,3.5
4288,as4859,3.5
4289,as486,3.5
4290,as4860,3.6
4291,as4861,3.5
4292,as4862,3.5
4293,as4863,3.5
4294,as4864,3.5
4295,as4865,3.6
4296,as4866,3.5
4297,as4867,3.5
4298,as4868,3.5
4299,as4869,3.6
4300,as487,3.5
4301,as4870,3.6
4302,as4871,3.6
4303,as4872,3.5
4304,as4873,3.6
4305,as4874,3.6
4306,as4875,3.6
4307,as4876,3.5
4308,as4877,3.5
4309,as4878,3.6
4310,as4879,3.6
4311,as488,3.6
4312,as4880,3.6
4313,as4881,3.5
4314,as4882,3.5
4315,as4883,3.5
4316,as4884,3.5
4317,as4885,3.5
4318,as4886,3.5
4319,as4887,3.5
4320,as4888,3.5
4321,as4889,3.5
4322,as489,3.5
4323,as4890,3.4
4324,as4891,3.6
4325,as4892,3.6
4326,as4893,3.5
4327,as4894,3.6
4328,as4895,3.4
4329,as4896,3.6
4330,as4897,3.5
4331,as4898,3.6
4332,as4899,3.5
4333,as49,3.6
4334,as490,3.6
4335,as4900,3.5
4336,as4901,3.5
4337,as4902,3.6
4338,as4903,3.6
4339,as4904,3.5
4340,as4905,3.5
4341,as4906,3.6
4342,as4907,3.6
4343,as4908,3.5
4344,as4909,3.5
4345,as491,3.6
4346,as4910,3.5
4347,as4911,3.6
4348,as4912,3.5
4349,as4913,3.5
4350,as4914,3.5
4351,as4915,3.6
4352,as4916,3.6
4353,as4917,3.5
4354,as4918,3.5
4355,as4919,3.5
4356,as492,3.5
4357,as4920,3.6
4358,as4921,3.5
4359,as4922,3.5
4360,as4923,3.4
4361,as4924,3.6
4362,as4925,3.6
4363,as4926,3.6
4364,as4927,3.4
4365,as4928,3.5
4366,as4929,3.5
4367,as493,3.6
4368,as4930,3.5
4369,as4931,3.5
4370,as4932,3.5
4371,as4933,3.6
4372,as4934,3.5
4373,as4935,3.5
4374,as4936,3.5
4375,as4937,3.7
4376,as4938,3.6
4377,as4939,3.5
4378,as494,3.6
4379,as4940,3.6
4380,as4941,3.5
4381,as4942,3.5
4382,as4943,3.5
4383,as4944,3.5
4384,as4945,3.6
4385,as4946,3.5
4386,as4947,3.6
4387,as4948,3.5
4388,as4949,3.6
4389,as495,3.4
4390,as4950,3.5
4391,as4951,3.5
4392,as4952,3.6
4393,as4953,3.6
4394,as4954,3.5
4395,as4955,3.5
4396,as4956,3.5
4397,as4957,3.5
4398,as4958,3.6
4399,as4959,3.6
4400,as496,3.6
4401,as4960,3.6
4402,as4961,3.6
4403,as4962,3.5
4404,as4963,3.6
4405,as4964,3.5
4406,as4965,3.5
4407,as4966,3.5
4408,as4967,3.5
4409,as4968,3.5
4410,as4969,3.6
4411,as497,3.6
4412,as4970,3.5
4413,as4971,3.5
4414,as4972,3.5
4415,as4973,3.6
4416,as4974,3.6
4417,as4975,3.6
4418,as4976,3.6
4419,as4977,3.5
4420,as4978,3.5
4421,as4979,3.4
4422,as498,3.5
4423,as4980,3.4
4424,as4981,3.6
4425,as4982,3.6
4426,as4983,3.5
4427,as4984,3.6
4428,as4985,3.5
4429,as4986,3.5
4430,as4987,3.5
4431,as4988,3.5
4432,as4989,3.5
4433,as499,3.4
4434,as4990,3.4
4435,as4991,3.5
4436,as4992,3.4
4437,as4993,3.6
4438,as4994,3.5
4439,as4995,3.6
4440,as4996,3.5
4441,as4997,3.6
4442,as4998,3.5
4443,as4999,3.6
4444,as5,3.5
4445,as50,3.5
4446,as500,3.6
4447,as5000,3.6
4448,as5001,3.6
4449,as5002,3.5
4450,as5003,3.6
4451,as5004,3.6
4452,as5005,3.6
4453,as5006,3.5
4454,as5007,3.6
4455,as5008,3.5
4456,as5009,3.5
4457,as501,3.6
4458,as5010,3.5
4459,as5011,3.5
4460,as5012,3.5
4461,as5013,3.6
4462,as5014,3.5
4463,as5015,3.5
4464,as5016,3.6
4465,as5017,3.5
4466,as5018,3.4
4467,as5019,3.5
4468,as502,3.6
4469,as5020,3.5
4470,as5021,3.5
4471,as5022,3.5
4472,as5023,3.6
4473,as5024,3.4
4474,as5025,3.5
4475,as5026,3.5
4476,as5027,3.6
4477,as5028,3.5
4478,as5029,3.5
4479,as503,3.6
4480,as5030,3.6
4481,as5031,3.5
4482,as5032,3.5
4483,as5033,3.5
4484,as5034,3.6
4485,as5035,3.5
4486,as5036,3.5
4487,as5037,3.6
4488,as5038,3.5
4489,as5039,3.5
4490,as504,3.6
4491,as5040,3.5
4492,as5041,3.5
4493,as5042,3.5
4494,as5043,3.6
4495,as5044,3.6
4496,as5045,3.5
4497,as5046,3.5
4498,as5047,3.5
4499,as5048,3.6
4500,as5049,3.5
4501,as505,3.5
4502,as5050,3.5
4503,as5051,3.5
4504,as5052,3.6
4505,as5053,3.6
4506,as5054,3.6
4507,as5055,3.6
4508,as5056,3.6
4509,as5057,3.6
4510,as5058,3.5
4511,as5059,3.6
4512,as506,3.5
4513,as5060,3.5
4514,as5061,3.5
4515,as5062,3.5
4516,as5063,3.5
4517,as5064,3.6
4518,as5065,3.6
4519,as5066,3.5
4520,as5067,3.5
4521,as5068,3.5
4522,as5069,3.6
4523,as507,3.5
4524,as5070,3.5
4525,as5071,3.7
4526,as5072,3.5
4527,as5073,3.6
4528,as5074,3.5
4529,as5075,3.5
4530,as5076,3.5
4531,as5077,3.6
4532,as5078,3.5
4533,as5079,3.5
4534,as508,3.5
4535,as5080,3.5
4536,as5081,3.5
4537,as5082,3.5
4538,as5083,3.6
4539,as5084,3.5
4540,as5085,3.6
4541,as5086,3.5
4542,as5087,3.6
4543,as5088,3.6
4544,as5089,3.5
4545,as509,3.5
4546,as5090,3.5
4547,as5091,3.6
4548,as5092,3.5
4549,as5093,3.6
4550,as5094,3.5
4551,as5095,3.5
4552,as5096,3.5
4553,as5097,3.6
4554,as5098,3.5
4555,as5099,3.5
4556,as51,3.5
4557,as510,3.6
4558,as5100,3.6
4559,as5101,3.6
4560,as5102,3.4
4561,as5103,3.6
4562,as5104,3.4
4563,as5105,3.6
4564,as5106,3.5
4565,as5107,3.5
4566,as5108,3.5
4567,as5109,3.6
4568,as511,3.6
4569,as5110,3.5
4570,as5111,3.5
4571,as5112,3.5
4572,as5113,3.5
4573,as5114,3.6
4574,as5115,3.6
4575,as5116,3.6
4576,as5117,3.5
4577,as5118,3.5
4578,as5119,3.5
4579,as512,3.5
4580,as5120,3.5
4581,as5121,3.4
4582,as5122,3.6
4583,as5123,3.5
4584,as5124,3.5
4585,as5125,3.6
4586,as5126,3.6
4587,as5127,3.6
4588,as5128,3.5
4589,as5129,3.6
4590,as513,3.5
4591,as5130,3.5
4592,as5131,3.6
4593,as5132,3.5
4594,as5133,3.5
4595,as5134,3.5
4596,as5135,3.5
4597,as5136,3.5
4598,as5137,3.5
4599,as5138,3.5
4600,as5139,3.5
4601,as514,3.5
4602,as5140,3.6
4603,as5141,3.5
4604,as5142,3.5
4605,as5143,3.5
4606,as5144,3.6
4607,as5145,3.5
4608,as5146,3.5
4609,as5147,3.5
4610,as5148,3.6
4611,as5149,3.5
4612,as515,3.5
4613,as5150,3.5
4614,as5151,3.6
4615,as5152,3.5
4616,as5153,3.6
4617,as5154,3.6
4618,as5155,3.6
4619,as5156,3.6
4620,as5157,3.5
4621,as5158,3.6
4622,as5159,3.5
4623,as516,3.5
4624,as5160,3.5
4625,as5161,3.5
4626,as5162,3.5
4627,as5163,3.6
4628,as5164,3.4
4629,as5165,3.6
4630,as5166,3.5
4631,as5167,3.6
4632,as5168,3.6
4633,as5169,3.5
4634,as517,3.6
4635,as5170,3.4
4636,as5171,3.5
4637,as5172,3.4
4638,as5173,3.6
4639,as5174,3.6
4640,as5175,3.5
4641,as5176,3.6
4642,as5177,3.6
4643,as5178,3.5
4644,as5179,3.5
4645,as518,3.6
4646,as5180,3.6
4647,as5181,3.6
4648,as5182,3.5
4649,as5183,3.5
4650,as5184,3.5
4651,as5185,3.5
4652,as5186,3.5
4653,as5187,3.6
4654,as5188,3.5
4655,as5189,3.5
4656,as519,3.6
4657,as5190,3.6
4658,as5191,3.6
4659,as5192,3.5
4660,as5193,3.6
4661,as5194,3.6
4662,as5195,3.6
4663,as5196,3.5
4664,as5197,3.5
4665,as5198,3.5
4666,as5199,3.5
4667,as52,3.5
4668,as520,3.5
4669,as5200,3.5
4670,as5201,3.6
4671,as5202,3.5
4672,as5203,3.5
4673,as5204,3.5
4674,as5205,3.6
4675,as5206,3.5
4676,as5207,3.5
4677,as5208,3.5
4678,as5209,3.4
4679,as521,3.5
4680,as5210,3.6
4681,as5211,3.6
4682,as5212,3.5
4683,as5213,3.5
4684,as5214,3.5
4685,as5215,3.5
4686,as5216,3.6
4687,as5217,3.6
4688,as5218,3.6
4689,as5219,3.6
4690,as522,3.6
4691,as5220,3.5
4692,as5221,3.5
4693,as5222,3.6
4694,as5223,3.5
4695,as5224,3.5
4696,as5225,3.6
4697,as5226,3.5
4698,as5227,3.5
4699,as5228,3.6
4700,as5229,3.4
4701,as523,3.6
4702,as5230,3.5
4703,as5231,3.5
4704,as5232,3.5
4705,as5233,3.5
4706,as5234,3.6
4707,as5235,3.6
4708,as5236,3.5
4709,as5237,3.5
4710,as5238,3.6
4711,as5239,3.5
4712,as524,3.6
4713,as5240,3.5
4714,as5241,3.6
4715,as5242,3.6
4716,as5243,3.6
4717,as5244,3.6
4718,as5245,3.5
4719,as5246,3.5
4720,as5247,3.5
4721,as5248,3.6
4722,as5249,3.5
4723,as525,3.6
4724,as5250,3.5
4725,as5251,3.5
4726,as5252,3.6
4727,as5253,3.5
4728,as5254,3.6
4729,as5255,3.6
4730,as5256,3.5
4731,as5257,3.5
4732,as5258,3.5
4733,as5259,3.6
4734,as526,3.6
4735,as5260,3.5
4736,as5261,3.5
4737,as5262,3.5
4738,as5263,3.5
4739,as5264,3.5
4740,as5265,3.5
4741,as5266,3.5
4742,as5267,3.6
4743,as5268,3.5
4744,as5269,3.5
4745,as527,3.5
4746,as5270,3.6
4747,as5271,3.6
4748,as5272,3.5
4749,as5273,3.5
4750,as5274,3.5
4751,as5275,3.5
4752,as5276,3.5
4753,as5277,3.6
4754,as5278,3.5
4755,as5279,3.6
4756,as528,3.5
4757,as5280,3.5
4758,as5281,3.5
4759,as5282,3.6
4760,as5283,3.6
4761,as5284,3.5
4762,as5285,3.6
4763,as5286,3.6
4764,as5287,3.4
4765,as5288,3.6
4766,as5289,3.5
4767,as529,3.4
4768,as5290,3.5
4769,as5291,3.5
4770,as5292,3.5
4771,as5293,3.5
4772,as5294,3.5
4773,as5295,3.5
4774,as5296,3.6
4775,as5297,3.5
4776,as5298,3.5
4777,as5299,3.5
4778,as53,3.6
4779,as530,3.6
4780,as5300,3.5
4781,as5301,3.5
4782,as5302,3.5
4783,as5303,3.6
4784,as5304,3.6
4785,as5305,3.5
4786,as5306,3.5
4787,as5307,3.5
4788,as5308,3.5
4789,as5309,3.5
4790,as531,3.6
4791,as5310,3.5
4792,as5311,3.5
4793,as5312,3.6
4794,as5313,3.5
4795,as5314,3.6
4796,as5315,3.5
4797,as5316,3.5
4798,as5317,3.5
4799,as5318,3.5
4800,as5319,3.5
4801,as532,3.6
4802,as5320,3.6
4803,as5321,3.5
4804,as5322,3.6
4805,as5323,3.5
4806,as5324,3.5
4807,as5325,3.5
4808,as5326,3.6
4809,as5327,3.5
4810,as5328,3.6
4811,as5329,3.6
4812,as533,3.6
4813,as5330,3.5
4814,as5331,3.6
4815,as5332,3.5
4816,as5333,3.5
4817,as5334,3.6
4818,as5335,3.6
4819,as5336,3.5
4820,as5337,3.5
4821,as5338,3.5
4822,as5339,3.5
4823,as534,3.6
4824,as5340,3.6
4825,as5341,3.6
4826,as5342,3.5
4827,as5343,3.5
4828,as5344,3.5
4829,as5345,3.5
4830,as5346,3.5
4831,as5347,3.6
4832,as5348,3.5
4833,as5349,3.6
4834,as535,3.5
4835,as5350,3.5
4836,as5351,3.5
4837,as5352,3.5
4838,as5353,3.5
4839,as5354,3.6
4840,as5355,3.6
4841,as5356,3.5
4842,as5357,3.5
4843,as5358,3.5
4844,as5359,3.5
4845,as536,3.5
4846,as5360,3.5
4847,as5361,3.5
4848,as5362,3.5
4849,as5363,3.5
4850,as5364,3.6
4851,as5365,3.6
4852,as5366,3.6
4853,as5367,3.6
4854,as5368,3.5
4855,as5369,3.5
4856,as537,3.5
4857,as5370,3.5
4858,as5371,3.5
4859,as5372,3.4
4860,as5373,3.5
4861,as5374,3.5
4862,as5375,3.5
4863,as5376,3.6
4864,as5377,3.5
4865,as5378,3.6
4866,as5379,3.6
4867,as538,3.6
4868,as5380,3.5
4869,as5381,3.6
4870,as5382,3.6
4871,as5383,3.6
4872,as5384,3.5
4873,as5385,3.5
4874,as5386,3.4
4875,as5387,3.5
4876,as5388,3.5
4877,as5389,3.4
4878,as539,3.6
4879,as5390,3.5
4880,as5391,3.5
4881,as5392,3.6
4882,as5393,3.5
4883,as5394,3.5
4884,as5395,3.5
4885,as5396,3.5
4886,as5397,3.6
4887,as5398,3.5
4888,as5399,3.5
4889,as54,3.5
4890,as540,3.5
4891,as5400,3.5
4892,as5401,3.5
4893,as5402,3.7
4894,as5403,3.5
4895,as5404,3.4
4896,as5405,3.6
4897,as5406,3.5
4898,as5407,3.6
4899,as5408,3.5
4900,as5409,3.5
4901,as541,3.6
4902,as5410,3.5
4903,as5411,3.6
4904,as5412,3.5
4905,as5413,3.6
4906,as5414,3.4
4907,as5415,3.5
4908,as5416,3.5
4909,as5417,3.5
4910,as5418,3.6
4911,as5419,3.5
4912,as542,3.5
4913,as5420,3.5
4914,as5421,3.6
4915,as5422,3.5
4916,as5423,3.5
4917,as5424,3.5
4918,as5425,3.5
4919,as5426,3.5
4920,as5427,3.5
4921,as5428,3.6
4922,as5429,3.6
4923,as543,3.5
4924,as5430,3.6
4925,as5431,3.6
4926,as5432,3.5
4927,as5433,3.5
4928,as5434,3.6
4929,as5435,3.6
4930,as5436,3.5
4931,as5437,3.5
4932,as5438,3.4
4933,as5439,3.6
4934,as544,3.6
4935,as5440,3.6
4936,as5441,3.5
4937,as5442,3.6
4938,as5443,3.5
4939,as5444,3.6
4940,as5445,3.5
4941,as5446,3.6
4942,as5447,3.6
4943,as5448,3.6
4944,as5449,3.6
4945,as545,3.5
4946,as5450,3.6
4947,as5451,3.6
4948,as5452,3.5
4949,as5453,3.6
4950,as5454,3.5
4951,as5455,3.5
4952,as5456,3.5
4953,as5457,3.5
4954,as5458,3.5
4955,as5459,3.5
4956,as546,3.5
4957,as5460,3.5
4958,as5461,3.5
4959,as5462,3.6
4960,as5463,3.5
4961,as5464,3.5
4962,as5465,3.5
4963,as5466,3.5
4964,as5467,3.5
4965,as5468,3.6
4966,as5469,3.5
4967,as547,3.6
4968,as5470,3.4
4969,as5471,3.6
4970,as5472,3.5
4971,as5473,3.5
4972,as5474,3.6
4973,as5475,3.4
4974,as5476,3.6
4975,as5477,3.6
4976,as5478,3.5
4977,as5479,3.6
4978,as548,3.5
4979,as5480,3.4
4980,as5481,3.4
4981,as5482,3.6
4982,as5483,3.5
4983,as5484,3.6
4984,as5485,3.6
4985,as5486,3.6
4986,as5487,3.5
4987,as5488,3.5
4988,as5489,3.6
4989,as549,3.6
4990,as5490,3.4
4991,as5491,3.4
4992,as5492,3.6
4993,as5493,3.6
4994,as5494,3.5
4995,as5495,3.6
4996,as5496,3.5
4997,as5497,3.5
4998,as5498,3.6
4999,as5499,3.5
5000,as55,3.6
5001,as550,3.5
5002,as5500,3.5
5003,as5501,3.6
5004,as5502,3.6
5005,as5503,3.5
5006,as5504,3.6
5007,as5505,3.5
5008,as5506,3.5
5009,as5507,3.6
5010,as5508,3.6
5011,as5509,3.5
5012,as551,3.5
5013,as5510,3.5
5014,as5511,3.4
5015,as5512,3.6
5016,as5513,3.4
5017,as5514,3.5
5018,as5515,3.6
5019,as5516,3.5
5020,as5517,3.5
5021,as5518,3.6
5022,as5519,3.5
5023,as552,3.5
5024,as5520,3.5
5025,as5521,3.4
5026,as5522,3.4
5027,as5523,3.5
5028,as5524,3.6
5029,as5525,3.6
5030,as5526,3.6
5031,as5527,3.6
5032,as5528,3.6
5033,as5529,3.5
5034,as553,3.6
5035,as5530,3.6
5036,as5531,3.6
5037,as5532,3.6
5038,as5533,3.5
5039,as5534,3.6
5040,as5535,3.5
5041,as5536,3.6
5042,as5537,3.6
5043,as5538,3.6
5044,as5539,3.6
5045,as554,3.5
5046,as5540,3.5
5047,as5541,3.6
5048,as5542,3.6
5049,as5543,3.5
5050,as5544,3.4
5051,as5545,3.5
5052,as5546,3.6
5053,as5547,3.5
5054,as5548,3.5
5055,as5549,3.6
5056,as555,3.5
5057,as5550,3.6
5058,as5551,3.5
5059,as5552,3.5
5060,as5553,3.6
5061,as5554,3.5
5062,as5555,3.6
5063,as5556,3.6
5064,as5557,3.6
5065,as5558,3.5
5066,as5559,3.6
5067,as556,3.5
5068,as5560,3.5
5069,as5561,3.5
5070,as5562,3.5
5071,as5563,3.5
5072,as5564,3.6
5073,as5565,3.6
5074,as5566,3.5
5075,as5567,3.6
5076,as5568,3.5
5077,as5569,3.6
5078,as557,3.5
5079,as5570,3.5
5080,as5571,3.5
5081,as5572,3.5
5082,as5573,3.5
5083,as5574,3.6
5084,as5575,3.5
5085,as5576,3.5
5086,as5577,3.5
5087,as5578,3.6
5088,as5579,3.6
5089,as558,3.6
5090,as5580,3.5
5091,as5581,3.5
5092,as5582,3.6
5093,as5583,3.6
5094,as5584,3.5
5095,as5585,3.5
5096,as5586,3.6
5097,as5587,3.5
5098,as5588,3.6
5099,as5589,3.6
5100,as559,3.6
5101,as5590,3.4
5102,as5591,3.5
5103,as5592,3.5
5104,as5593,3.5
5105,as5594,3.6
5106,as5595,3.6
5107,as5596,3.6
5108,as5597,3.5
5109,as5598,3.5
5110,as5599,3.5
5111,as56,3.6
5112,as560,3.5
5113,as5600,3.5
5114,as5601,3.6
5115,as5602,3.5
5116,as5603,3.6
5117,as5604,3.5
5118,as5605,3.6
5119,as5606,3.5
5120,as5607,3.5
5121,as5608,3.6
5122,as5609,3.5
5123,as561,3.5
5124,as5610,3.6
5125,as5611,3.5
5126,as5612,3.6
5127,as5613,3.4
5128,as5614,3.5
5129,as5615,3.6
5130,as5616,3.5
5131,as5617,3.5
5132,as5618,3.5
5133,as5619,3.6
5134,as562,3.5
5135,as5620,3.4
5136,as5621,3.5
5137,as5622,3.6
5138,as5623,3.6
5139,as5624,3.5
5140,as5625,3.6
5141,as5626,3.5
5142,as5627,3.4
5143,as5628,3.6
5144,as5629,3.6
5145,as563,3.5
5146,as5630,3.5
5147,as5631,3.5
5148,as5632,3.5
5149,as5633,3.6
5150,as5634,3.5
5151,as5635,3.6
5152,as5636,3.6
5153,as5637,3.6
5154,as5638,3.7
5155,as5639,3.5
5156,as564,3.5
5157,as5640,3.6
5158,as5641,3.6
5159,as5642,3.5
5160,as5643,3.6
5161,as5644,3.5
5162,as5645,3.6
5163,as5646,3.5
5164,as5647,3.6
5165,as5648,3.5
5166,as5649,3.5
5167,as565,3.7
5168,as5650,3.6
5169,as5651,3.5
5170,as5652,3.6
5171,as5653,3.5
5172,as5654,3.5
5173,as5655,3.5
5174,as5656,3.5
5175,as5657,3.6
5176,as5658,3.6
5177,as5659,3.4
5178,as566,3.5
5179,as5660,3.5
5180,as5661,3.6
5181,as5662,3.5
5182,as5663,3.5
5183,as5664,3.5
5184,as5665,3.5
5185,as5666,3.5
5186,as5667,3.5
5187,as5668,3.5
5188,as5669,3.5
5189,as567,3.5
5190,as5670,3.5
5191,as5671,3.6
5192,as5672,3.6
5193,as5673,3.5
5194,as5674,3.5
5195,as5675,3.5
5196,as5676,3.5
5197,as5677,3.5
5198,as5678,3.4
5199,as5679,3.6
5200,as568,3.5
5201,as5680,3.6
5202,as5681,3.5
5203,as5682,3.5
5204,as5683,3.6
5205,as5684,3.5
5206,as5685,3.5
5207,as5686,3.5
5208,as5687,3.7
5209,as5688,3.5
5210,as5689,3.6
5211,as569,3.5
5212,as5690,3.6
5213,as5691,3.5
5214,as5692,3.6
5215,as5693,3.6
5216,as5694,3.5
5217,as5695,3.5
5218,as5696,3.6
5219,as5697,3.6
5220,as5698,3.6
5221,as5699,3.5
5222,as57,3.5
5223,as570,3.6
5224,as5700,3.5
5225,as5701,3.6
5226,as5702,3.5
5227,as5703,3.5
5228,as5704,3.5
5229,as5705,3.5
5230,as5706,3.5
5231,as5707,3.5
5232,as5708,3.6
5233,as5709,3.7
5234,as571,3.5
5235,as5710,3.6
5236,as5711,3.5
5237,as5712,3.5
5238,as5713,3.4
5239,as5714,3.5
5240,as5715,3.5
5241,as5716,3.5
5242,as5717,3.5
